program_id,rule,occurrence,code,compliance,findings,program_name,nc_link
002210024741,5101:2-12-15 Child Medical and Enrollment Records,0,"1. No enrollment form was completed for at least one child     2. The current JFS 01234 was not completed for at least one child     3. Complete child information     4. Complete parent information     5. Complete emergency contact information     6. Complete physician information      7. Information regarding the parent list     8. Health information     9. Additional information for all boxes checked yes     10. Emergency transportation information     11. Parent/guardians signature      12. Diapering Statement      13. Acknowledgement of Policies and Procedures      14. Enrollment form for at least one child was not updated by either the parent or the administrator      15. Enrollment form for at least one child was not signed by the administrator      16. Other [  ] Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance.  A written response for this rule noncompliance is not required at this time.",,"['4', '6', '10']",A YOUNG MIND CHILDCARE CENTER,https://childcaresearch.ohio.gov//inspections/2210024741/2024-10-30/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
002210024741,5101:2-12-10 Health Training Requirements,1,1.  Child abuse and neglect recognition and prevention training was not completed within sixty days of hire.2.  First aid training was not completed within ninety days of hire.3.  Cardiopulmonary resuscitation (CPR) training was not completed within ninety days of hire.4.  The child abuse and neglect recognition and prevention training was expired.5.  The first aid training was expired.6.  The CPR training was expired.Refer to the Employee Record Chart for the name(s) of the child care staff member(s) who must complete the required health and safety training(s).  Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.,,"['4', '5']",A YOUNG MIND CHILDCARE CENTER,https://childcaresearch.ohio.gov//inspections/2210024741/2024-10-30/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-15 Child Medical and Enrollment Records,0,"1. No medical was on file for at least one child      2. Medical(s) on file was not updated every 13 months       3. Medical(s) were missing child's name and date of birth     4. Medical(s) were missing the date of the medical examination     5. The date of the exam was more than 13 months prior to the date the form was signed.     6. Medical(s) were missing a statement that the child has been examined and is in suitable condition for participation in group care     7. Medical(s) were missing the signature, business address and telephone number of the physician, physician's assistant(PA), advance practice nurse (APN) or certified          nurse practitioner (CNP) who examined the child     8. Medical(s) were missing a record of immunizations the child has had specifying month, day and year     9. Medical(s) were missing a statement from the physician, PA, APN, or CNP that the child has been immunized or is in the process of being immunized against the diseases          required by division 5104.014 of the Revised Code and found in appendix A to this rule     10. Medical(s) were missing a statement from the childs parent or guardian that he or she has declined to have the child immunized against the disease for reasons of          conscience, including religious convictions     11. Other [  ] Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,"['1', '2']","A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-20 Cribs,0,1. At least one crib did not have a sheet.2.At least one sheet was too large.3.At least one sheet was too small.4.At least one sheet was torn.5.The mattress was not at least one and one-half inches thick.6.The mattress was not firm. 7.There was space between the mattress and the sides and end panels of the crib which exceeded one and one-half inches. 8.The mattress cover was not waterproof.9.The mattress cover was torn.10.  Other:  [  ].Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.,,['2'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-17 Materials and Equipment,0,"During the inspection, it was determined that equipment and materials in the following categories were not provided in sufficient quantities for children in the toddler/prek classrooms, as required: 1,2,4,5,6,7,10. 1. Art supplies (excludes infants)2. Manipulative materials and equipment3. Blocks4. Science-nature equipment (excludes infants)5. Language arts and auditory materials and equipment6. Pretend or dramatic play materials7. Music equipment8. Transportation materials and equipment9. Gross motor equipment10. Sensory motor equipment11. School age children were not provided sufficient equipment and materials in at least five of the first nine categories above.Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance. A written response for this rule noncompliance is not required at this time.",,['-1'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-15 Child Medical and Enrollment Records,1,"1. No enrollment form was completed for at least one child     2. The current JFS 01234 was not completed for at least one child     3. Complete child information     4. Complete parent information     5. Complete emergency contact information     6. Complete physician information      7. Information regarding the parent list     8. Health information     9. Additional information for all boxes checked yes     10. Emergency transportation information     11. Parent/guardians signature      12. Diapering Statement      13. Acknowledgement of Policies and Procedures      14. Enrollment form for at least one child was not updated by either the parent or the administrator      15. Enrollment form for at least one child was not signed by the administrator      16. Other [  ] Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance.  A written response for this rule noncompliance is not required at this time.",,"['10', '13']","A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-13 Sanitary Equipment and Environment,0,"1. The material had a tear.2. The material was not washable.3. The material was porous.4. The surface was cracked.5. The surface was repaired, but in a manner that still did not facilitate cleaning. 6. Other [  ]. Equipment, furnishings, and furniture shall be constructed of materials to facilitate cleaning.  Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance.  A written response for this rule noncompliance is not required at this time.",,['3'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-12 Safe Environment,1,"1. Surge protectors/outlets did not have childproof receptacle covers.2. Open pull cords that are not closed loop. 3. Toys or other items small enough to be swallowed were present in the space where infants and/or toddlers were in care.4. Electrical/extension cords attached to an object that would not likely result in a severe injury if pulled.  5. Stacked chairs.6. Employee(s) purse(s). 7. Diaper bags.8. Television not securely anchored.9. Small or lightweight pieces of shelving units are not securely anchored to the wall. 10. Smoke detector needing batteries replaced.11. An area rug did not have a nonskid backing.12. An area rug presented a tripping hazard.13. A floor surface that was unsafe in that [   ].14. No platform was provided for the sink or toilet in the [  ] classroom.15.  The platform provided for the sink or toilet in the [  ] classroom was not sturdy.16.  The platform provided for the sink or toilet in the [  ] classroom posed a safety hazard in that [   ].17. Telephone cords.18. Staff member stepped over a barrier/gate while holding a child.19. Emergency exits were blocked by the following classroom furniture: [  ].  20. A mercury thermometer was being used to take a childs temperature. 21. Methods of ventilation used did not provide protection from rodents, insects, or other hazards.22. Other [  ].Provide staff training.  Submit the programs corrective action plan, which includes a statement that training was provided, to the Department to verify compliance with the requirements of this rule.",,['1'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-12 Safe Environment,0,"Children in care shall be protected from any items and conditions which threaten their health, safety, and well-being.  During the inspection, it was determined that at least one area of the program or at least one piece of equipment had chipping or peeling paint. Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,['-1'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-12 Safe Equipment,0,"1. Manufacturer's guidelines for the [   ] were not followed in that [   ]. 2. The straps were missing on the [   ].3. The straps were attached, but were not used on the [   ]. 4. The straps were attached and were used, but were not used in a safe manner.5. The equipment had sharp points or corners.6. The equipment had splinters.7. The equipment had protruding nails.8. The equipment had loose or rusty parts.9. The equipment had paint which contains lead or other poisonous materials.10. The equipment had hazardous features.11. A fan was unstable and could easily tip over.  12. A fan had openings a finger could enter.13. The pipes from the heat pump felt hot to the touch14. A space heater felt hot to the touch15. The position of a space heater was a tripping hazard16. The air conditioning unit was not enclosed and was accessible to children on the playground. 17. A ball pit, trampoline, inflatable bounce house, inflatable slide, or inflatable equipment used for climbing and bouncing was used. 18. Other [  ].Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,['16'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
000000400610,5101:2-12-11 Outdoor Play Equipment,0,"1. There was rust exposed.2. There were protruding bolts.  3. There were cracks.4. There were holes.5. There was splintering wood.6. There were sharp edges or points.7. There were lead hazards.8. There were toxic substances.9. There were tripping hazards.10. There was chipped and/or peeling paint.11. The sandbox was not covered when the program was closed or during non-daylight hours. 12. Outdoor equipment, [   ] was not developmentally appropriate.13. Outdoor equipment, [   ], was placed in the main traffic pattern.14. Outdoor play equipment, [   ], was positioned too closely together, posing a risk of injury if a child were to fall from one piece of equipment into another.15. Outdoor equipment, [  ], was not securely anchored but did not present a risk of imminent danger of the structure collapsing when children are using the equipment16. Outdoor equipment, [  ], was 30 inches or more from the ground and did not have a protective barrier that would prevent a child from falling off this piece of equipment.17. The manufacturer's guidelines for assembly and installation were not followed for the [   ].18. Functionally linked equipment was used by preschool-age children and the distance between two adjacent pieces of equipment exceeded 12 inches.19. Functionally linked equipment was used by school-age children and the distance between two adjacent pieces of equipment exceeded 18 inches.20. Other [  ].  Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,['6'],"A&B CHILD CARE AND LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//inspections/400610/2024-12-02/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=2&pi=
