program_id,program_name,pdf,Address,City,Zip,Begin-Time,Building-Approval-Date,End-Time,Fire-Inspection-Approval-Date,Food-Service-Risk-Level,Inspection-Date,Inspection-Notice,Inspection-Scope,Infant-Full-Time,Infant-Part-Time,Infant-Total,Older-Toddler-Full-Time,Older-Toddler-Part-Time,Older-Toddler-Total,Preschool-Full-Time,Preschool-Part-Time,Preschool-Total,School-Age-Full-Time,School-Age-Part-Time,School-Age-Total,Total-Capacity-Enrollment-Full-Time,Total-Capacity-Enrollment-License-Capacity,Total-Capacity-Enrollment-Part-Time,Total-Capacity-Enrollment-Total,Total-Under-2-Years-Full-Time,Total-Under-2-Years-License-Capacity,Total-Under-2-Years-Part-Time,Total-Under-2-Years-Total,Young-Toddler-Full-Time,Young-Toddler-Part-Time,Young-Toddler-Total,Maximum-Under-2,No-Low-Risk,No-Moderate-Risk,No-Rules-with-Non-compliances,No-Serious-Risk,Occupancy-Limit,Program-Name,Reviewer,Use-Group-Code
200547,MIAMI VALLEY CDC-GOODWILL,https://childcaresearch.ohio.gov//pdf/000000200547_2024-09-27_ANNUAL.pdf,735 E. MAIN STREET,TROTWOOD,45426,9:45 AM,10/14/2021,11:30 AM,08/28/2024,Exempt,11/14/2024,Unannounced,Full,0.0,0.0,0.0,0.0,15.0,15.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,54,48.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,20,"TOP OF THE HILL PRESCHOOL OF
OAKWOOD",BRENDA MEYER,E
200570,THE APPLE TREE,https://childcaresearch.ohio.gov//pdf/000000200570_2025-01-08_ANNUAL.pdf,3766 CLIFTON AVE,CINCINNATI,45220,8:50 AM,02/05/2014,10:05 AM,03/11/2019,Exempt,09/17/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,36,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NANCY SCHMITT,2.0,0.0,2.0,0.0,24,"BROOKVILLE COMMUNITY UNITED
METHODIST PRESCHOOL",Kathryn Koester,E
200572,BUTTERCUPS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200572_2025-01-22_ANNUAL.pdf,6510 N. DIXIE DRIVE,DAYTON,45414,10:00 AM,06/12/2017,12:00 PM,02/05/2024,Level II,01/22/2025,Unannounced,Full,0.0,0.0,0.0,11.0,0.0,11.0,21.0,0.0,21.0,33.0,0.0,33.0,65.0,71,0.0,65.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,66,2.0,0.0,2.0,0.0,71,BUTTERCUPS LEARNING CENTER,Yolonda McIntosh,E
200576,ANDERSON HILLS PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200576_2024-10-11_ANNUAL.pdf,7515 FOREST RD,CINCINNATI,45255,9:10 AM,,12:05 PM,,,10/11/2024,Unannounced,Full,0.0,0.0,0.0,0.0,18.0,18.0,0.0,143.0,143.0,0.0,6.0,6.0,0.0,168,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,6.0,0.0,,ANDERSON HILLS PRESCHOOL,BRIAN CHASTAIN,
200586,SHARONVILLE UMC PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200586_2023-10-04_ANNUAL.pdf,3751 CREEK RD,CINCINNATI,45241,8:45 AM,01/16/1985,11:50 AM,12/17/2016,Exempt,10/04/2023,Unannounced,Full,0.0,0.0,0.0,0.0,7.0,7.0,20.0,70.0,90.0,0.0,0.0,0.0,20.0,220,77.0,105.0,0.0,14.0,8.0,8.0,0.0,8.0,8.0,,2.0,0.0,2.0,0.0,249,"SHARONVILLE UNITED METHODIST
CHURCH WEEKDAY NURSERY",NANCY SCHMITT,A-4
200588,YMCA LITTLE MIAMI LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200588_2024-01-29_ANNUAL.pdf,6246 TURNING LEAF WAY,MAINEVILLE,45039,9:25 AM,,4:05 PM,07/10/2023,Level III,01/29/2024,Unannounced,Full,12.0,0.0,12.0,7.0,0.0,7.0,39.0,0.0,39.0,63.0,0.0,63.0,109.0,160,0.0,134.0,25.0,41.0,0.0,25.0,13.0,0.0,13.0,,12.0,0.0,12.0,0.0,,YMCA LITTLE MIAMI LEARNING CENTER,SULYN ROMER,
200592,SIMPY'S PLAYHOUSE & LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200592_2023-10-26_ANNUAL.pdf,4946 PADDOCK RD,CINCINNATI,45237,10:00 AM,10/01/2021,1:30 PM,08/16/2022,Level III,10/26/2023,Unannounced,Full,7.0,0.0,7.0,8.0,0.0,8.0,42.0,0.0,42.0,20.0,0.0,20.0,70.0,132,0.0,84.0,14.0,65.0,0.0,14.0,7.0,0.0,7.0,100,11.0,1.0,10.0,0.0,132,SIMPY'S PLAYHOUSE & LEARNING CENTER,Yolonda McIntosh,E
200593,CORBAN EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200593_2024-08-12_ANNUAL.pdf,2010 AUBURN AVENUE,CINCINNATI,45219,8:00 AM,,10:15 AM,05/17/2024,Level III,08/12/2024,Unannounced,Full,22.0,0.0,22.0,5.0,0.0,5.0,20.0,0.0,20.0,0.0,0.0,0.0,25.0,44,0.0,48.0,23.0,34.0,0.0,23.0,1.0,0.0,1.0,,13.0,1.0,13.0,0.0,,CORBAN LEARNING CENTER,Kristin Blassingame,
200597,IMANI FAMILY CENTER,https://childcaresearch.ohio.gov//pdf/000000200597_2023-10-12_ANNUAL.pdf,241 E. CLIFTON,CINCINNATI,45202,1:40 PM,08/21/2013,4:40 PM,,Level IV,10/12/2023,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,61.0,61.0,0.0,160,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,8.0,0.0,1821,Imani Family Center,BRIAN CHASTAIN,E
200600,MT WASHINGTON BAPTIST DAY CARE AND PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200600_2024-09-19_ANNUAL.pdf,2021 SUTTON AVE,CINCINNATI,45230,9:50 AM,12/22/1984,1:00 PM,02/02/2018,Level III,09/19/2024,Unannounced,Full,6.0,0.0,6.0,4.0,0.0,4.0,17.0,0.0,17.0,32.0,0.0,32.0,53.0,109,0.0,68.0,15.0,40.0,0.0,15.0,9.0,0.0,9.0,,4.0,1.0,4.0,0.0,60,"MT WASHINGTON BAPTIST DAY CARE AND
PRESCHOOL",BRIAN CHASTAIN,A-4
200632,KID WORKS OF FOREST PARK,https://childcaresearch.ohio.gov//pdf/000000200632_2023-10-10_ANNUAL.pdf,11700 PELLSTON COURT,CINCINNATI,45240,9:50 AM,01/25/2001,3:20 PM,04/06/2017,Level III,10/10/2023,Unannounced,Full,16.0,0.0,16.0,5.0,0.0,5.0,48.0,0.0,48.0,38.0,0.0,38.0,91.0,172,0.0,116.0,25.0,63.0,0.0,25.0,9.0,0.0,9.0,,13.0,2.0,12.0,0.0,155,KID WORKS OF FOREST PARK,KIM SUERMANN,E
200634,KID WORKS OF MT HEALTHY,https://childcaresearch.ohio.gov//pdf/000000200634_2024-10-01_ANNUAL.pdf,10920 HAMILTON AVE,CINCINNATI,45231,8:40 AM,,3:55 PM,09/16/2024,,10/01/2024,Unannounced,Full,15.0,0.0,15.0,12.0,0.0,12.0,50.0,0.0,50.0,36.0,0.0,36.0,98.0,168,0.0,139.0,41.0,52.0,0.0,41.0,26.0,0.0,26.0,,7.0,1.0,6.0,0.0,,KID WORKS OF MT HEALTHY,KIM SUERMANN,
200637,LITTLE LEARNERS CHRISTIAN ACADEMY LLC,https://childcaresearch.ohio.gov//pdf/000000200637_2024-08-19_ANNUAL.pdf,5090 CROOKSHANK RD.,CINCINNATI,45238,9:00 AM,,10:40 AM,05/07/2024,Level II,08/19/2024,Unannounced,Full,7.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,9.0,0.0,9.0,13.0,43,0.0,20.0,7.0,10.0,0.0,7.0,0.0,0.0,0.0,,7.0,1.0,7.0,0.0,,LITTLE LEARNERS CHRISTIAN ACADEMY LLC,Kristin Blassingame,
200638,KID WORKS OF FAIRFIELD,https://childcaresearch.ohio.gov//pdf/000000200638_2025-01-22_ANNUAL.pdf,5950 BOYMEL DRIVE,FAIRFIELD,45014,9:05 AM,04/23/2014,12:40 PM,04/23/2019,Level III,01/22/2025,Unannounced,Full,8.0,0.0,8.0,0.0,0.0,0.0,31.0,0.0,31.0,29.0,0.0,29.0,60.0,136,0.0,88.0,28.0,50.0,0.0,28.0,20.0,0.0,20.0,,14.0,2.0,12.0,0.0,163,KID WORKS OF FAIRFIELD,KIM SUERMANN,E
200645,KID WORKS OF HAMILTON,https://childcaresearch.ohio.gov//pdf/000000200645_2025-01-27_ANNUAL.pdf,1710 S. ERIE BLVD,HAMILTON,45011,8:50 AM,02/16/2016,4:05 PM,03/16/2017,Level III,01/28/2025,Unannounced,Full,11.0,0.0,11.0,5.0,0.0,5.0,43.0,0.0,43.0,35.0,0.0,35.0,83.0,176,0.0,110.0,27.0,52.0,0.0,27.0,16.0,0.0,16.0,211,13.0,0.0,11.0,0.0,211,KID WORKS OF HAMILTON,KIM SUERMANN,E
200648,KINDERCARE LEARNING CENTER #422,https://childcaresearch.ohio.gov//pdf/000000200648_2024-09-04_ANNUAL.pdf,10991 HAMILTON AVE,CINCINNATI,45231,9:30 AM,01/08/1986,4:00 PM,06/20/2016,Level III,09/04/2024,Unannounced,Full,12.0,0.0,12.0,9.0,0.0,9.0,27.0,0.0,27.0,0.0,38.0,38.0,36.0,137,38.0,101.0,27.0,45.0,0.0,27.0,15.0,0.0,15.0,,14.0,2.0,16.0,0.0,137,KINDERCARE LEARNING CENTER #422,Steffani Roberts,"BB 61 (1972-
1979)"
200670,YOUTHLAND ACADEMY SCHOOL AGE,https://childcaresearch.ohio.gov//pdf/000000200670_2024-10-15_ANNUAL.pdf,340 FAME ROAD,WEST CARROLLTON,45449,10:30 AM,12/30/2014,12:00 PM,06/13/2024,Level II,10/15/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,63.0,63.0,12.0,108,63.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,79,YOUTHLAND ACADEMY SCHOOL AGE,MARGARET CONRAD,E
200671,WEST SIDE BAPTIST EARLY EDUCATION CENTER,https://childcaresearch.ohio.gov//pdf/000000200671_2024-12-18_ANNUAL.pdf,154 GORDON AVE,HAMILTON,45013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200673,NEXT GENERATION CHILDCARE & LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200673_2024-10-03_ANNUAL.pdf,4005 PLEASANT AVENUE,HAMILTON,45015,9:00 AM,,11:00 AM,06/21/2024,Level III,10/03/2024,Unannounced,Full,10.0,0.0,10.0,8.0,0.0,8.0,42.0,0.0,42.0,20.0,0.0,20.0,70.0,125,0.0,88.0,18.0,43.0,0.0,18.0,8.0,0.0,8.0,,12.0,0.0,12.0,0.0,,"NEXT GENERATION CHILDCARE &
LEARNING CENTER",Kristin Blassingame,
200679,CHILD FOCUS LEARNING PROGRAM AT MERWIN ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000200679_2024-02-27_ANNUAL.pdf,1040 GASKINS ROAD,CINCINNATI,45245,3:30 PM,,4:55 PM,,Level III,02/27/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0,47.0,14.0,36,33.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,"CHILD FOCUS LEARNING PROGRAM AT
MERWIN ELEMENTARY",SULYN ROMER,School Building
200681,CHILD FOCUS LEARNING PROGRAM AT WILLOWVILLE,https://childcaresearch.ohio.gov//pdf/000000200681_2024-12-12_ANNUAL.pdf,4529 SCHOOLHOUSE ROAD,BATAVIA,45103,7:35 AM,,9:10 AM,,,12/12/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,90,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,"CHILD FOCUS LEARNING PROGRAM AT
WILLOWVILLE",SULYN ROMER,
200682,CHILD FOCUS LEARNING PROGRAM AT SUMMERSIDE ELEMENTAR,https://childcaresearch.ohio.gov//pdf/000000200682_2023-10-23_ANNUAL.pdf,4639 VERMONA DRIVE,CINCINNATI,45244,4:10 PM,10/29/2019,6:00 PM,,Level III,10/23/2023,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,32.0,54,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1790,"CHILD FOCUS LEARNING PROGRAM AT
SUMMERSIDE ELEMENTAR",SULYN ROMER,School Building
200685,CHILD FOCUS LEARNING PROGRAMS IN WILLIAMSBURG,https://childcaresearch.ohio.gov//pdf/000000200685_2023-09-14_ANNUAL.pdf,839 SPRING STREET,WILLIAMSBURG,45176,9:40 AM,,11:30 AM,08/18/2023,Level IV,09/14/2023,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,42.0,0.0,0.0,0.0,16.0,54,26.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,,"CHILD FOCUS Learning Programs in
Williamsburg",SULYN ROMER,
200698,LEBANON UNITED METHODIST PRESCHOOL & KINDERGARTEN,https://childcaresearch.ohio.gov//pdf/000000200698_2024-09-09_ANNUAL.pdf,122 E SILVER ST,LEBANON,45036,8:50 AM,,11:15 AM,08/26/2024,Exempt,09/09/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,31.0,38,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,"LEBANON UNITED METHODIST PRESCHOOL
& KINDERGARTEN",NANCY SCHMITT,
200701,YMCA AFTERSCHOOL AT CHEVIOT,https://childcaresearch.ohio.gov//pdf/000000200701_2024-12-12_ANNUAL.pdf,4040 HARRISON AVE,CHEVIOT,45211,3:50 PM,,6:25 PM,,Exempt,12/12/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,54,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,1.0,12.0,0.0,,YMCA AFTERSCHOOL AT CHEVIOT,ZIBUTE OSGOOD,
200704,OXFORD PARKS & RECREATION DEPARTMENT PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200704_2024-11-13_ANNUAL.pdf,6025 FAIRFIELD RD,OXFORD,45056,11:00 AM,10/24/2013,12:30 PM,07/25/2024,Exempt,11/13/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,13.0,29,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0,0.0,25,"OXFORD PARKS & RECREATION
DEPARTMENT PRESCHOOL",BRENDA MEYER,A-3
200718,KINDERCARE LEARNING CENTER #111,https://childcaresearch.ohio.gov//pdf/000000200718_2024-10-23_ANNUAL.pdf,7161 BRANDT PIKE,DAYTON,45424,9:00 AM,11/20/1975,1:00 PM,04/09/2024,Level III,10/23/2024,Unannounced,Full,15.0,0.0,15.0,1.0,0.0,1.0,28.0,0.0,28.0,0.0,22.0,22.0,,,,,27.0,33.0,0.0,27.0,12.0,0.0,12.0,,17.0,2.0,13.0,0.0,,KINDERCARE LEARNING CENTER #111,Ashley Chiles,
200730,KIDZ WATCH CENTERVILLE,https://childcaresearch.ohio.gov//pdf/000000200730_2024-08-12_ANNUAL.pdf,101 E ALEX BELL RD.,CENTERVILLE,45459,10:00 AM,06/14/2016,12:00 PM,08/12/2019,Level III,08/12/2024,Unannounced,Full,7.0,0.0,7.0,6.0,0.0,6.0,18.0,0.0,18.0,23.0,0.0,23.0,47.0,139,0.0,62.0,15.0,38.0,0.0,15.0,8.0,0.0,8.0,,6.0,2.0,8.0,0.0,24,KIDZ WATCH CENTERVILLE,BRENDA MEYER,E
200745,SHILOH PRESCHOOL LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200745_2024-10-16_ANNUAL.pdf,580 ANDERSON FERRY RD,CINCINNATI,45238,9:00 AM,,11:15 AM,03/08/2024,Exempt,10/16/2024,Unannounced,Full,0.0,0.0,0.0,0.0,12.0,12.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,69,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,,SHILOH PRESCHOOL LEARNING CENTER,Beverly McGlasson,E
200746,FAMILY MONTESSORI OF LEBANON,https://childcaresearch.ohio.gov//pdf/000000200746_2024-09-25_ANNUAL.pdf,220 EAST MAIN STREET,LEBANON,45036,8:40 AM,07/25/2017,9:40 AM,08/22/2024,Exempt,09/25/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,6.0,0.0,28,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,FAMILY MONTESSORI OF LEBANON,NANCY SCHMITT,E
200751,YMCA AT KLEPTZ EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200751_2024-09-24_ANNUAL.pdf,1100 W NATIOANL RD,CLAYTON,45315,7:30 AM,09/07/2014,8:30 AM,,Exempt,09/24/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,39.0,90,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90,YMCA AT KLEPTZ EARLY LEARNING CENTER,Yolonda McIntosh,E
200757,M E LYONS YMCA CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000200757_2024-07-25_ANNUAL.pdf,8108 CLOUGH PIKE,CINCINNATI,45244,7:20 AM,03/23/1978,11:45 AM,04/03/2023,Level II,07/25/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,104.0,104.0,89,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,1.0,9.0,0.0,,ME LYONS YMCA CHILD CARE,BRIAN CHASTAIN,
200770,TENDER TOTS DAYCARE,https://childcaresearch.ohio.gov//pdf/000000200770_2024-10-22_ANNUAL.pdf,813 BEECHER ST.,CINCINNATI,45206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200774,ST JOHN'S WESTMINSTER LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200774_2024-08-26_ANNUAL.pdf,1085 NEEB RD,CINCINNATI,45238,9:00 AM,,1:15 PM,06/30/2024,Level II,08/26/2024,Unannounced,Full,7.0,1.0,8.0,4.0,1.0,5.0,28.0,3.0,31.0,0.0,0.0,0.0,32.0,183,4.0,53.0,13.0,45.0,4.0,17.0,6.0,3.0,9.0,,7.0,1.0,8.0,0.0,,"ST JOHN'S WESTMINSTER LEARNING
CENTER",Beverly McGlasson,
200794,THE LITTLE TREE HOUSE OF KNOWLEDGE,https://childcaresearch.ohio.gov//pdf/000000200794_2023-08-08_ANNUAL.pdf,1525 LINN STREET,CINCINNATI,45214,7:00 AM,,11:19 AM,04/03/2023,Level II,08/08/2023,Unannounced,Full,0.0,0.0,0.0,14.0,0.0,14.0,15.0,0.0,15.0,13.0,0.0,13.0,42.0,43,0.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,5.0,0.0,,THE LITTLE TREE HOUSE OF KNOWLEDGE,Kristin Blassingame,
200795,IMAGINATIONS AT WORK,https://childcaresearch.ohio.gov//pdf/000000200795_2024-08-22_ANNUAL.pdf,993 BELVEDERE DRIVE,LEBANON,45036,8:25 AM,03/07/2008,11:00 AM,08/29/2017,Level III,08/22/2024,Unannounced,Full,13.0,0.0,13.0,7.0,0.0,7.0,29.0,0.0,29.0,12.0,26.0,38.0,48.0,132,26.0,107.0,33.0,28.0,0.0,33.0,20.0,0.0,20.0,,3.0,0.0,3.0,0.0,257,IMAGINATIONS AT WORK,NANCY SCHMITT,E
200796,ONE HOPE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200796_2025-01-16_ANNUAL.pdf,1221 W MAIN ST,TIPP CITY,45371,8:45 AM,03/22/2011,2:30 PM,03/24/2024,Level III,01/16/2025,Unannounced,Full,16.0,0.0,16.0,6.0,0.0,6.0,24.0,12.0,36.0,17.0,0.0,17.0,47.0,82,12.0,83.0,24.0,28.0,0.0,24.0,8.0,0.0,8.0,,12.0,6.0,17.0,0.0,100,One Hope Learning Center,Ashley Chiles,E
200802,MINI MIRACLES LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200802_2024-08-26_ANNUAL.pdf,710 RIDGEWAY AVENUE,CINCINNATI,45229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200818,LITTLE HEART SCHOOL HOUSE EARLY LEARNING ACADEMY LLC,https://childcaresearch.ohio.gov//pdf/000000200818_2024-12-16_ANNUAL.pdf,4536 W HILLCREST,DAYTON,45406,2:45 PM,10/14/2021,4:00 PM,09/02/2021,Exempt,12/16/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,5.0,5.0,24.0,19,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,1.0,7.0,0.0,20,"LITTLE HEART SCHOOL HOUSE EARLY
LEARNING ACADEMY LLC",Carlie Bennett,E
200828,TOP OF THE HILL PRESCHOOL OF OAKWOOD,https://childcaresearch.ohio.gov//pdf/000000200828_2024-11-14_ANNUAL.pdf,155 E. THRUSTON BLVD.,DAYTON,45419,9:45 AM,,11:30 AM,08/28/2024,Exempt,11/14/2024,Unannounced,Full,0.0,0.0,0.0,0.0,15.0,15.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,54,48.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,,"TOP OF THE HILL PRESCHOOL OF
OAKWOOD",BRENDA MEYER,
200830,AUNTIES KIDS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200830_2025-01-13_ANNUAL.pdf,7865 HAMILTON AVE,CINCINNATI,45231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200837,JOHN WESLEY EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200837_2024-11-25_ANNUAL.pdf,1927 W KEMPER RD,CINCINNATI,45240,9:00 AM,,2:27 PM,04/18/2023,Level II,11/25/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,42,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,2.0,9.0,0.0,,JOHN WESLEY EARLY LEARNING CENTER,Beverly McGlasson,E
200853,"NATURE W/ NURTURE PRESCHOOL & DAY SCHOOL, LLC",https://childcaresearch.ohio.gov//pdf/000000200853_2024-11-25_ANNUAL.pdf,4954 FERGUSON PL.,CINCINNATI,45238,4:45 PM,01/23/2017,7:10 PM,04/01/2019,Level III,11/25/2024,Unannounced,Full,6.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,13.0,15.0,0.0,15.0,28.0,48,0.0,44.0,16.0,20.0,0.0,16.0,10.0,0.0,10.0,20,7.0,1.0,7.0,0.0,49,"NATURE W/ NURTURE PRESCHOOL & DAY
SCHOOL, LLC",KIM SUERMANN,E with 1-2
200858,WYOMING BEFORE AND AFTER SCHOOL CARE - MIDDLE SCHOOL,https://childcaresearch.ohio.gov//pdf/000000200858_2025-01-08_ANNUAL.pdf,17 WYOMING AVENUE,WYOMING,45215,2:45 PM,,3:55 PM,07/22/2024,Exempt,01/08/2025,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,103,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,4.0,0.0,,"WYOMING BEFORE AND AFTER SCHOOL
CARE - MIDDLE SCHOOL",Beverly McGlasson,
200859,LPC PRESCHOOL AND DAYCARE,https://childcaresearch.ohio.gov//pdf/000000200859_2024-07-16_ANNUAL.pdf,123 N EAST ST,LEBANON,45036,8:20 AM,07/22/1988,10:35 AM,07/26/2023,Level III,07/16/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,23.0,45.0,0.0,45.0,63.0,110,5.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NANCY SCHMITT,1.0,1.0,2.0,0.0,,LPC PRESCHOOL AND DAYCARE,NANCY SCHMITT,BB 303 (pre 1970)
200861,MAGICAL MOMENTS PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200861_2024-10-03_ANNUAL.pdf,AXIS CHURCH,MASON,45040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200872,"WATER LILY LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//pdf/000000200872_2025-01-22_ANNUAL.pdf,1808 CENTRAL PARKWAY,CINCINNATI,45214,11:05 AM,,1:00 PM,09/09/2024,Level III,01/22/2025,Unannounced,Full,14.0,0.0,14.0,5.0,0.0,5.0,22.0,0.0,22.0,0.0,0.0,0.0,27.0,127,0.0,49.0,22.0,66.0,0.0,22.0,8.0,0.0,8.0,,2.0,0.0,2.0,0.0,,"WATER LILY LEARNING CENTER, LLC",Kristin Blassingame,
200914,FAITH PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200914_2024-10-10_ANNUAL.pdf,5555 CHAMBERSBURG RD,HUBER HEIGHTS,45424,10:00 AM,06/29/1978,12:00 PM,02/01/2024,Exempt,10/10/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,24.0,115,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,115,FAITH PRESCHOOL,Yolonda McIntosh,
200916,ST. JOHN'S EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200916_2024-08-28_ANNUAL.pdf,201 W MARKET ST,GERMANTOWN,45327,9:45 AM,,2:39 PM,02/16/2024,Level III,08/28/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,24.0,24.0,25.0,75,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,1.0,7.0,0.0,,St. John's Early Learning Center,BRENDA MEYER,E
200930,EAST DAYTON CHRISTIAN SCHOOL PRESCHOOL AND DAYCARE,https://childcaresearch.ohio.gov//pdf/000000200930_2023-11-14_ANNUAL.pdf,999 SPINNING RD,DAYTON,45431,10:00 AM,11/03/2014,12:00 PM,11/09/2022,Level IV,11/14/2023,Unannounced,Full,0.0,0.0,0.0,5.0,0.0,5.0,30.0,0.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,2.0,7.0,0.0,61,"EAST DAYTON CHRISTIAN SCHOOL
PRESCHOOL AND DAYCARE",Steffani Roberts,E
